id,sentence,subject_entity,object_entity,label
1962,반사회성 인격장애 환자는 빈번한 육체적 싸움이나 폭력에서 드러나는 호전성과 공격성을 보인다.,"{'word': '반사회성 인격장애', 'start_idx': 6, 'end_idx': 15, 'type': 'TERM'}","{'word': '호전성', 'start_idx': 55, 'end_idx': 58, 'type': 'TERM'}",용어:증상또는질환
1445,"조현병의 5가지 주요 증상에는 망상, 환각(환청, 환시, 환촉 등), 이해하기 힘든 혼란스러운 언어(지리멸렬), 심한 혼란이나 긴장증적 행동, 빈약한 언어와 무감정, 사회적 활동의 위축이 있다.","{'word': '조현병', 'start_idx': 6, 'end_idx': 9, 'type': 'TERM'}","{'word': '망상', 'start_idx': 35, 'end_idx': 37, 'type': 'TERM'}",용어:증상또는질환
832,강박성 인격장애 환자는 다음 증상을 보인다. 완벽주의로 인하여 일을 완수하는 데 방해를 받는다. (예 : 자신의 지나치게 엄격한 기준에 맞지 않기 때문에 계획을 완수하지 못한다),"{'word': '강박성 인격장애', 'start_idx': 6, 'end_idx': 14, 'type': 'TERM'}","{'word': '완벽주의', 'start_idx': 43, 'end_idx': 47, 'type': 'TERM'}",용어:증상또는질환
630,"분열성 인격장애(Schizoid personality disorder, SPD, SzPD)는 감정 표현을 제대로 하지 않으며 활동적인 일에 관심이 없는 등 사회로부터 고립되어 있는 특징을 보인다. 이 유형에 속하는 사람은 타인과의 관계 형성이 힘들어 비정상적인 외톨이처럼 보인다.","{'word': '분열성 인격장애', 'start_idx': 6, 'end_idx': 14, 'type': 'TERM'}","{'word': 'SPD', 'start_idx': 58, 'end_idx': 61, 'type': 'TERM'}",용어:대체어
477,"쌍둥이 전이(쌍둥이 자기 대상 전이)는 자신과 같은 타인을 확인하고 싶다는 욕구이다. 자기 심리학에서는 비교적 늦게 제창된 것으로, 같은 언어를 이야기하거나 자신과 같은 민족이라는 감각에서 이 자기 대상 전이가 상정되었다.","{'word': '쌍둥이 전이', 'start_idx': 6, 'end_idx': 12, 'type': 'THRY'}","{'word': '자기 심리학', 'start_idx': 66, 'end_idx': 72, 'type': 'STF'}",이론:상위_학문분야
1612,"또한 티아넵틴 성분의 항우울제 '스타브론(제일약품)'의 경우, 선택적 세로토닌 재흡수 억제제(SSRE)에 속하는 항우울제로, 전형적인 삼환계 항우울제(TCA)와는 달리, AMPA, NMDA 수용체 및 아편 수용체에도 작용하여 항불안, 항경련, 진통작용을 가진다.","{'word': '스타브론', 'start_idx': 24, 'end_idx': 28, 'type': 'TERM'}","{'word': '선택적 세로토닌 재흡수 억제제', 'start_idx': 53, 'end_idx': 69, 'type': 'TERM'}",용어:대체어
1767,"대한민국에서는 정신분열증(精神分裂症) 혹은 조발성치매(早發性癡呆)로 불렸으나 어감상의 문제로 2010년 10월 대한정신분열병학회 및 관련 단체들이 참여하는 '정신분열병 병명개정위원회'를 구성하였고, 2011년 3월 대한의사협회에서 ""조현병""(調絃病)""으로 개정하기로 확정하였다.","{'word': '정신분열증', 'start_idx': 14, 'end_idx': 19, 'type': 'TERM'}","{'word': '조발성치매', 'start_idx': 42, 'end_idx': 47, 'type': 'TERM'}",용어:대체어
2035,"많은 공황장애가 광장공포증(agoraphobia)을 유발하지만, 공황장애 자체가 광장공포증은 아니다.","{'word': '공황장애', 'start_idx': 9, 'end_idx': 13, 'type': 'TERM'}","{'word': '광장공포증', 'start_idx': 27, 'end_idx': 32, 'type': 'TERM'}",용어:증상또는질환
173,"현재는 논자에 의해서 여러가지 자기 대상 전이가 상정되고 있지만, 기본적인 것은 거울 전이(거울 자기 대상 전이), 이상화 전이(이상화 자기 대상 전이), 쌍둥이 전이(쌍둥이 자기 대상 전이), 융합 전이(융합 자기 대상 전이)의 네 가지이다.","{'word': '자기 대상 전이', 'start_idx': 23, 'end_idx': 31, 'type': 'THRY'}","{'word': '이상화 전이', 'start_idx': 83, 'end_idx': 89, 'type': 'THRY'}",이론:하위_이론
1421,"비판, 비난 또는 거절이 두려워 중요한 대인 접촉을 포함한 직업 활동을 회피하는 것이 회피성 인격장애 환자의 특징이다.","{'word': '회피성 인격장애', 'start_idx': 65, 'end_idx': 73, 'type': 'TERM'}","{'word': '직업 활동을 회피', 'start_idx': 38, 'end_idx': 47, 'type': 'TERM'}",용어:증상또는질환
2152,"자기 심리학의 주요개념으로는 자기, 공감, 자기대상, 적당한 좌절, 이상화, 또 다른 자아/쌍둥이 욕구, 삼극자기가 있다.","{'word': '자기 심리학', 'start_idx': 6, 'end_idx': 12, 'type': 'STF'}","{'word': '삼극자기', 'start_idx': 77, 'end_idx': 81, 'type': 'THRY'}",학문분야:하위_이론
1829,"다윈의 독창성은 이 자폐증 증상과 관련 있을 수 있다""는 아일랜드 트리니티 대학교의 마이클 피츠제럴드 정신의학 교수의 견해를 인용하였다.","{'word': '다윈', 'start_idx': 6, 'end_idx': 8, 'type': 'PER'}","{'word': '독창성', 'start_idx': 22, 'end_idx': 25, 'type': 'THRY'}",인물:소속이론또는학문분야
1826,1959년에 노엄 촘스키는 스키너(B.F. Skinner)의 책 “언어적 행동 (Verbal Behavior)에 대해서 통렬하게 비판하였다.,"{'word': '스키너', 'start_idx': 21, 'end_idx': 24, 'type': 'PER'}","{'word': '언어적 행동', 'start_idx': 55, 'end_idx': 61, 'type': 'THRY'}",인물:소속이론또는학문분야
1944,"또한 인지 증상은 눈에 잘 띄지는 않지만 조현병(정신분열병) 환자의 사회적, 직업적 기능을 감퇴시켜 환자들이 사회에 복귀하지 못하고 실직하여 좌절감을 맛보게 한다.","{'word': '조현병', 'start_idx': 40, 'end_idx': 43, 'type': 'TERM'}","{'word': '인지 증상', 'start_idx': 8, 'end_idx': 13, 'type': 'TERM'}",용어:증상또는질환
2387,"자기대상(Selfobject)은 자기 조직(self machinery)의 일부, 즉 자기와 분리되거나 독립되어 있는 것으로 경험되지 않는 대상(object)의 일부로서 기능하는 외적 대상(external object)을 말한다.","{'word': '자기대상', 'start_idx': 6, 'end_idx': 10, 'type': 'THRY'}","{'word': '자기 조직', 'start_idx': 36, 'end_idx': 41, 'type': 'THRY'}",이론:상위_이론
1461,"심리적 학대는 ""아동 학대와 방치의 가장 어렵고 만연한 형태""입니다.","{'word': '심리적 학대', 'start_idx': 6, 'end_idx': 12, 'type': 'THRY'}","{'word': '아동 학대', 'start_idx': 27, 'end_idx': 32, 'type': 'THRY'}",이론:상위_이론
1310,"A. 사회성 및 대인관계 결핍의 광범위한 양상이 인지 또는 지각 왜곡과 행동의 기이함뿐 아니라 친밀한 관계에서의 심각한 불편감 및 감소된 능력으로, 초기 성인기에서 시작되어 다양한 상황에서 다음 9가지중 5개 이상의 항목으로 나타난다.","{'word': '사회성 및 대인관계 결핍', 'start_idx': 9, 'end_idx': 22, 'type': 'TERM'}","{'word': '지각 왜곡', 'start_idx': 51, 'end_idx': 56, 'type': 'TERM'}",용어:증상또는질환
1258,"공황장애의 인지행동치료는 우선 호흡을 진정시키는 것부터 시작하여, 불안이 몸에 나타나자마자 느끼는 신체감각의 변화에 주목한다. 환자들은 일기를 작성할 것을 권고받는다. 치료사가 불안감을 유도하여서 공포의 근원을 찾기도 한다.","{'word': '공황장애', 'start_idx': 6, 'end_idx': 10, 'type': 'TERM'}","{'word': '인지행동치료', 'start_idx': 24, 'end_idx': 30, 'type': 'THRY'}",용어:치료기법
1086,"1879년, 프로이트는 1년간의 의무 군 복무를 수행하고자 연구를 잠시 접어두었으며, 1881년에 논문 ""하급 어류종의 척수에 관하여""(Über das Ruckenmark niederer Fischarten)로 의학 박사(M.D.) 학위를 받았다.","{'word': '프로이트', 'start_idx': 13, 'end_idx': 17, 'type': 'PER'}","{'word': '의학', 'start_idx': 136, 'end_idx': 138, 'type': 'STF'}",인물:소속이론또는학문분야
1816,인지행동치료(Cognitive behavioral therapy)는 불안(anxiety)을 유도하는 촉발요인(trigger)를 공황장애 환자가 직면하도록 한다. 문제가 발생하는 비합리적인 공포를 줄이는데 도움이 된다.,"{'word': '공황장애', 'start_idx': 88, 'end_idx': 92, 'type': 'TERM'}","{'word': '인지행동치료', 'start_idx': 5, 'end_idx': 11, 'type': 'THRY'}",용어:치료기법
912,흔들린아기증후군 국립 센터는 흔들린 아기 증후군으로 나타나는 아동 학대 예방이라는 구체적인 문제에 초점을 맞추고 있다.,"{'word': '흔들린 아기 증후군', 'start_idx': 22, 'end_idx': 32, 'type': 'TERM'}","{'word': '아동 학대', 'start_idx': 52, 'end_idx': 57, 'type': 'TERM'}",용어:증상또는질환
2276,"약물치료가 공포증을 직접적으로 바꿀 수 있다는 증거는 적지만 이에 대한 연구 자체가 적으며, 약물치료는 치료를 수월하게 한다. 유럽에서는 환자 8%만이 치료를 받는다고 한다.","{'word': '공포증', 'start_idx': 23, 'end_idx': 26, 'type': 'TERM'}","{'word': '약물치료', 'start_idx': 5, 'end_idx': 9, 'type': 'THRY'}",관계_없음
1564,"공황장애를 가진 사람들 중 약 70%가 공황발작이 시작되기 전부터 범불안장애(汎不安障碍, generalized anxiety disorder, GAD)를 가지고 있었다는 연구결과가 있으며, 첫 공황발작은 대인관계 갈등, 질병, 이별, 파산과 같은 사회적 스트레스 상황에서 갑작스럽게 나타나는 경우가 많다.","{'word': '공황장애', 'start_idx': 6, 'end_idx': 10, 'type': 'TERM'}","{'word': '범불안장애', 'start_idx': 55, 'end_idx': 60, 'type': 'TERM'}",용어:증상또는질환
2000,"하위기호 모형(Sub-symbolic model)은 연결주의 모형/신경망 모형을 포함하는 데, 연결주의에 따르면 정신/뇌는 단순한 노드로 구성되어 있고 그 단순 노드들 간의 연결 여부와 그 방식에 따라 시스템으로서의 능력이 표출된다는 것이다. 신경망은 이러한 접근의 교과서적인 구현이다.","{'word': '연결주의 모형', 'start_idx': 46, 'end_idx': 53, 'type': 'THRY'}","{'word': '하위기호 모형', 'start_idx': 5, 'end_idx': 12, 'type': 'THRY'}",이론:상위_이론
474,"인공지능(AI, Artificial intelligence), 주의(Attention), 지식과 언어 처리 (Knowledge and processing of language), 학습과 성장(Learning and development), 기억 (Memory), 지각과 행동(Perception and action) 등이 인지과학이 다루는 주요한 주제들이다.","{'word': '인공지능', 'start_idx': 6, 'end_idx': 10, 'type': 'THRY'}","{'word': '인지과학', 'start_idx': 198, 'end_idx': 202, 'type': 'STF'}",이론:상위_학문분야
1370,"B. 조현증, 정신증 양상이 있는 기분 장애 또는 기타 정신증 장애의 경과 중에만 나타나는 것이 아니고, 일반적인 의학적 상태(medical conditions)의 직접적인 생리적 효과에 의한 것이 아니다.","{'word': '의학적 상태', 'start_idx': 70, 'end_idx': 76, 'type': 'THRY'}","{'word': 'medical conditions', 'start_idx': 89, 'end_idx': 107, 'type': 'THRY'}",이론:대체어
2398,"공황장애의 치료 기법으로 인지행동치료 외에도 화학요법(pharmacotherapy)이 있다. 선택적 세로토닌 재흡수 억제제(selective serotonine reuptake inhibitor, SSRI)는 일차 화학치료 옵션(first-line pharmacotherapeutic option)이다.","{'word': '공황장애', 'start_idx': 6, 'end_idx': 10, 'type': 'TERM'}","{'word': '화학요법', 'start_idx': 43, 'end_idx': 47, 'type': 'THRY'}",용어:치료기법
1389,"과학철학자 칼 포퍼는 프로이트의 정신분석학은 반증이 불가능하기 때문에 과학일 수 없다고 보았다. 아돌프 그륀바움은 정신분석학은 반증가능하며, 사실상 틀렸음이 증명되었다고 주장한다. 비판자들과 옹호자들간의 논쟁은 때때로 매우 격렬해져서, 이러한 논쟁들은 프로이트 전쟁으로 보였다.","{'word': '칼 포퍼', 'start_idx': 12, 'end_idx': 16, 'type': 'PER'}","{'word': '정신분석학', 'start_idx': 36, 'end_idx': 41, 'type': 'STF'}",관계_없음
1333,"2014년 로버트 차베스(Robert S. Chavez)와 토드 히더튼(Todd F. Heatherton)이 수행한 연구에서, 자존감은 전두선조체 회로(frontostriatal circuit)의 연결성과 관련있다고 밝혀졌다.","{'word': '전두선조체 회로', 'start_idx': 82, 'end_idx': 90, 'type': 'THRY'}","{'word': 'frontostriatal circuit', 'start_idx': 103, 'end_idx': 125, 'type': 'THRY'}",이론:대체어
2406,"McCulloch와 Pitts는 인공 신경망으로 알려진 초기 변종들을 개발하였는데, 이는 생물의 신경망 구조에 영감을 받은 계산 모델이었다.","{'word': 'McCulloch', 'start_idx': 6, 'end_idx': 15, 'type': 'PER'}","{'word': '계산 모델', 'start_idx': 87, 'end_idx': 92, 'type': 'THRY'}",인물:소속이론또는학문분야
2126,"더 타임스는 ""다윈은 아마도 자폐증의 한 종류인 아스퍼거 증후군을 앓았던 것 같다.","{'word': '아스퍼거 증후군', 'start_idx': 44, 'end_idx': 52, 'type': 'THRY'}","{'word': '자폐증', 'start_idx': 21, 'end_idx': 24, 'type': 'THRY'}",이론:상위_이론
794,환자는 이러한 환각 증상을 설명하기 위해 신성한 계시나 원격 공격을 받고 있다는 등의 망상을 만들어내기도 한다.,"{'word': '환각', 'start_idx': 14, 'end_idx': 16, 'type': 'TERM'}","{'word': '망상', 'start_idx': 66, 'end_idx': 68, 'type': 'TERM'}",관계_없음
1684,"인간관계(人間關係, interpersonal relationship) 또는 대인관계(對人關係)는 둘 이상의 사람이 빚어 내는 개인적이고 정서적인 관계를 가리킨다. 이러한 관계는 추론, 사랑, 연대, 일상적인 사업 관계 등의 사회적 약속에 기반을 둔다.","{'word': '대인관계', 'start_idx': 59, 'end_idx': 63, 'type': 'TERM'}","{'word': '인간관계', 'start_idx': 5, 'end_idx': 9, 'type': 'TERM'}",용어:대체어
1231,심리학자 한스 아이젱크와 존 킬스트롬 또한 정신분석을 의사과학이라 비판하였다.,"{'word': '존 킬스트롬', 'start_idx': 20, 'end_idx': 26, 'type': 'PER'}","{'word': '정신분석', 'start_idx': 42, 'end_idx': 46, 'type': 'STF'}",관계_없음
918,"그런데 전이를 겪을 유사한 상황이 찾아오면, 과거의 행동을 계속 반복하게 된다. 그럴 때마다 그는 자신이 느끼는 정서를 다 그 상황에 있는 타인들이 유발한 것으로 오판할 수 있다. 한편 이러한 다양한 방어기제 뿐만아니라 '예측','해리','신체화'등의 복잡한 방어기제는 방어 기제들이 얼마나 욕구에 기반할 수 있는지를 보여준다.","{'word': '방어기제', 'start_idx': 162, 'end_idx': 166, 'type': 'THRY'}","{'word': '해리', 'start_idx': 134, 'end_idx': 136, 'type': 'THRY'}",이론:하위_이론
804,"이러한 특성에 의해서 강박성 장애는 DSM-IV(정신 장애 진단 및 통계 편람 제4판)에 의해서 불안장애 안에 포함되어 있었으나, DSM-5(정신 장애 진단 및 통계 편람 제5판)에서는 불안장애로부터 분리되어 “강박 및 관련 장애(obsessive-compulsive and related disorders)”라는 독립적인 범주로 편성되었다.","{'word': '강박성 장애', 'start_idx': 18, 'end_idx': 24, 'type': 'THRY'}","{'word': '강박 및 관련 장애', 'start_idx': 136, 'end_idx': 146, 'type': 'THRY'}",이론:대체어
1833,"피츠로이는 그에게 찰스 라이엘의 《지질학의 원리》라는 책의 1권을 선물했는데, 그것은 오랜 기간에 걸쳐 천천히 융기와 침강을 한다는 육지의 균일적 개념으로부터 시작되었다.","{'word': '피츠로이', 'start_idx': 6, 'end_idx': 10, 'type': 'PER'}","{'word': '지질학', 'start_idx': 37, 'end_idx': 40, 'type': 'STF'}",관계_없음
914,어른다운 행동과 사고를 해야 할 나이가 되었음에도 불구하고 고등학교 수준의 행동 및 사고방식에 머물러 있는 경우를 고착 혹은 병적 집착의 예로 들 수 있다.,"{'word': '고착', 'start_idx': 70, 'end_idx': 72, 'type': 'TERM'}","{'word': '병적 집착', 'start_idx': 88, 'end_idx': 93, 'type': 'TERM'}",용어:대체어
515,영국의 신경과학자이자 심리학자인 데이비드 마아(David Marr) 사람이 눈으로 보는 것을 정보 처리 시스템으로 비유하고 이러한 시스템의 이해를 위하여 3단계 분석 방법(Marr's Tri-Level Hypothesis)을 제시하였다.,"{'word': '데이비드 마아', 'start_idx': 35, 'end_idx': 42, 'type': 'PER'}","{'word': '신경과학', 'start_idx': 9, 'end_idx': 13, 'type': 'STF'}",인물:소속이론또는학문분야
2393,일부 인본주의 연구자는 인간의 잠재력을 극대화하는 타고난 인간 능력(human capacity)인 자기실현경향(the self-actualizing tendency)을 사실로 전제한다.,"{'word': '인본주의', 'start_idx': 9, 'end_idx': 13, 'type': 'STF'}","{'word': '자기실현경향', 'start_idx': 73, 'end_idx': 79, 'type': 'THRY'}",학문분야:하위_이론
366,"1960년, 제이콥 아를로우(Jacob Arlow)는 자기의 반영인 다른 개인의 존재는 두명의 심리학(psychology of the double)을 따라 발생하는 쌍둥이의 경험, 거울 이미지의 경험, 두 명의 경험을 가져다 준다고 보았다.","{'word': '제이콥 아를로우', 'start_idx': 13, 'end_idx': 21, 'type': 'PER'}","{'word': '거울 이미지의 경험', 'start_idx': 119, 'end_idx': 129, 'type': 'THRY'}",인물:소속이론또는학문분야
2124,"대한민국의 장애인 복지법에선 조현병이 반복성 우울장애, 분열정동장애, 양극성 정동장애(조울증)과 함께 정신장애로 인정된다.","{'word': '조현병', 'start_idx': 22, 'end_idx': 25, 'type': 'TERM'}","{'word': '분열정동장애', 'start_idx': 49, 'end_idx': 55, 'type': 'TERM'}",관계_없음
2392,"의사소통(意思疏通) 혹은 휴먼 커뮤니케이션(영어: human communication, anthroposemiotics)은 사람의 의사나 감정의 소통으로 '가지고 있는 생각이나 뜻이 서로 통함'이라는 의미를 지니고 있으며, 인간이 사회생활을 하기 위해서 가장 필수적으로 가지고 있어야 하는 능력이다.","{'word': '의사소통', 'start_idx': 6, 'end_idx': 10, 'type': 'THRY'}","{'word': '휴먼 커뮤니케이션', 'start_idx': 32, 'end_idx': 41, 'type': 'THRY'}",이론:대체어
154,"공황장애의 증상 유도(symptom induction)는 다음을 포함한다. 의도적 과호흡(Intentional hyperventilation), 의자에 앉아서 돌기(Spinning in a chair), 빨대 호흡(Straw breathing), 숨참기(Breath holding), 제자리 뛰기(Running in place), 신체 긴장(Body tensing)","{'word': '증상 유도', 'start_idx': 12, 'end_idx': 17, 'type': 'THRY'}","{'word': '의자에 앉아서 돌기', 'start_idx': 99, 'end_idx': 109, 'type': 'THRY'}",이론:하위_이론
958,"정신역동심리치료의 이론의 기반은 생화학적 취약성, 유년기 트라우마 경험, 혹은 이 둘 다로 인하여, 공황장애 환자는 안전감을 위한 상당한 의존성이 있으며, 이러한 의존성은 분리불안과 방어적 분노(defensive anger)를 야기한다는 것이다.","{'word': '공황장애', 'start_idx': 73, 'end_idx': 77, 'type': 'TERM'}","{'word': '정신역동심리치료', 'start_idx': 5, 'end_idx': 13, 'type': 'THRY'}",용어:치료기법
1038,"1856년 진화론을 쓰기 시작하였으나, 완성되기 전에 앨프리드 월리스로부터 자기의 학설과 똑같은 취지의 논문이 온 것을 보고 놀랐으나, 친구인 후커와 라이엘의 배려로 1858년에 린네 학회 총회에서 월리스의 논문과 함께 발표하였다.","{'word': '앨프리드 월리스', 'start_idx': 47, 'end_idx': 55, 'type': 'PER'}","{'word': '진화론', 'start_idx': 11, 'end_idx': 14, 'type': 'THRY'}",관계_없음
2486,수동 공격성 행동(Passive-aggressive behavior)이란 적대심을 간접적으로 표현하는 것이다.,"{'word': '수동 공격성 행동', 'start_idx': 6, 'end_idx': 15, 'type': 'TERM'}","{'word': 'Passive-aggressive behavior', 'start_idx': 28, 'end_idx': 55, 'type': 'TERM'}",용어:대체어
388,"인지행동치료의 효과는 공황장애에서 가장 두드러진다. 공황이 발생하는 기전과 신체 반응에 대한 자세한 정신교육, 인지 재구조화, 내적 감응 훈련을 중심으로 한 신체 감각에 대한 노출, 회피하고 있는 안전 행동에 대한 포기 등을 유도하는 체계적인 치료가 효과적이며 개인 및 집단 치료에서 유용하게 사용되고 있다.","{'word': '공황장애', 'start_idx': 29, 'end_idx': 33, 'type': 'TERM'}","{'word': '인지행동치료', 'start_idx': 5, 'end_idx': 11, 'type': 'THRY'}",용어:치료기법
571,"의사, 치료사 및 기타 정신 건강 종사자를 포함한 의료 전문가는 일반적으로 법률 또는 직업윤리 기준에 따라 환자와 고객에게 기밀을 유지할 의무가 있으며 관련 개인의 동의 없이 개인 정보를 공개할 수 없다. 이 의무는 예방 가능한 피해로부터 아동을 보호해야 하는 윤리적 의무와 충돌한다.","{'word': '의사', 'start_idx': 6, 'end_idx': 8, 'type': 'THRY'}","{'word': '의료 전문가', 'start_idx': 46, 'end_idx': 52, 'type': 'THRY'}",이론:대체어
2416,그러나 조현병 치료제는 음성 증상 및 인지 장애를 현격히 호전시키기는 어렵다.,"{'word': '인지 장애', 'start_idx': 38, 'end_idx': 43, 'type': 'TERM'}","{'word': '조현병 치료제', 'start_idx': 9, 'end_idx': 16, 'type': 'TERM'}",관계_없음
1893,"항우울제(Antidepressant) : 선택적세로토닌재흡수억제제(SSRI), 모노아민 산화 효소 억제제(Monoamine oxidase inhibitor, MAOI), 삼환계 항우울제(tricyclic antidepressant), 노르에피네프린 재흡수 억제제(norepinephrine reuptake inhibitor)","{'word': '항우울제', 'start_idx': 6, 'end_idx': 10, 'type': 'TERM'}","{'word': 'Antidepressant', 'start_idx': 23, 'end_idx': 37, 'type': 'TERM'}",용어:대체어
200,"방어기제 중 하나인 합리화는 가끔 '신 포도 반응'이라고도 한다. 이것은 라 퐁텐의 유명한 이솝 우화에서처럼 여우가 포도를 먹고 싶어 하지만 키가 모자라 딸 수 없어 먹을 수 없는 포도를 쳐다보면서 ""저 포도는 아직 익지 않아서 시어서 안 먹어.""라고 말하는 '여우와 신포도'이야기에서 따온 예화가 여기에 해당된다.","{'word': '합리화', 'start_idx': 17, 'end_idx': 20, 'type': 'THRY'}","{'word': '신 포도 반응', 'start_idx': 38, 'end_idx': 45, 'type': 'THRY'}",이론:대체어
2267,"삼극자기(三極自己, tripolar self)는 양극성 장애(bipolar disorder)와는 관련이 없으며, 몸의 세 극(pole)을 말한다.","{'word': '삼극자기', 'start_idx': 6, 'end_idx': 10, 'type': 'TERM'}","{'word': '양극성 장애', 'start_idx': 45, 'end_idx': 51, 'type': 'TERM'}",관계_없음
2193,"대한민국의 서울과 경기도권에 거주하는 고등학교 1학년생을 대상으로 조사한 결과, 자아존중감이 가장 높은 그룹은 89.3%가 대인관계 최고 수준의 그룹에 속했다.","{'word': '자아존중감', 'start_idx': 51, 'end_idx': 56, 'type': 'THRY'}","{'word': '대인관계', 'start_idx': 87, 'end_idx': 91, 'type': 'THRY'}",관계_없음
1505,편집성 인격장애 환자는 의처증이나 의부증 같은 부정망상이 생기기 쉽고 가정생활이 지속적인 위기상황에 놓이기도 한다.,"{'word': '편집성 인격장애', 'start_idx': 6, 'end_idx': 14, 'type': 'TERM'}","{'word': '부정망상', 'start_idx': 44, 'end_idx': 48, 'type': 'TERM'}",용어:증상또는질환
2235,"자기애성 인격장애 환자는 다음 증상을 보인다. 끝없는 성공, 권력, 탁월성, 아름다움, 이상적인 사랑에 대한 공상에 빠진다.","{'word': '자기애성 인격장애', 'start_idx': 6, 'end_idx': 15, 'type': 'TERM'}","{'word': '공상', 'start_idx': 79, 'end_idx': 81, 'type': 'TERM'}",용어:증상또는질환
2305,건강한 자존감을 가진 사람들의 경우 과거에 일어난 일에 과도하게 괴로워하거나 미래에 일어날 일에 지나치게 걱정하느라 시간 낭비하지 않는다. 이들은 과거에서 배우고 미래를 계획하지만 현재를 살고 있다.,"{'word': '자존감', 'start_idx': 10, 'end_idx': 13, 'type': 'THRY'}","{'word': '걱정', 'start_idx': 77, 'end_idx': 79, 'type': 'TERM'}",관계_없음
964,외상후 스트레스 장애와 급성 스트레스 장애의 진단기준(DSM-5)은 다음과 같다.,"{'word': '외상후 스트레스 장애', 'start_idx': 6, 'end_idx': 17, 'type': 'TERM'}","{'word': '급성 스트레스 장애', 'start_idx': 31, 'end_idx': 41, 'type': 'TERM'}",관계_없음
2503,정신분석학에서 말하는 것 같은 별개의 영역으로서의 무의식 개념이 오이디푸스 컴플렉스 따위의 이론을 전제로 이루어지는 것과 달리 신경과학이나 인지심리학 등에서의 비의식(무의식)은 그러한 이론과는 달리 경험적이고 과학적인 연구 데이터에 기반하여 다루어야 할 대상으로 본다.,"{'word': '정신분석학', 'start_idx': 6, 'end_idx': 11, 'type': 'STF'}","{'word': '오이디푸스 컴플렉스', 'start_idx': 54, 'end_idx': 64, 'type': 'THRY'}",학문분야:하위_이론
1391,아들러에 의하면 어떠한 형태의 사회도피 이든 모두 불건강의 징후이다.,"{'word': '불건강', 'start_idx': 45, 'end_idx': 48, 'type': 'TERM'}","{'word': '사회도피', 'start_idx': 22, 'end_idx': 26, 'type': 'TERM'}",용어:증상또는질환
894,하지만 불안장애가 진단된 환자들에게 벤조다이아제핀 계통의 약물을 처방하는 것은 추천되지 않는다.,"{'word': '불안장애', 'start_idx': 10, 'end_idx': 14, 'type': 'TERM'}","{'word': '벤조다이아제핀', 'start_idx': 38, 'end_idx': 45, 'type': 'TERM'}",관계_없음
1540,한편 DSM-5부터는 이러한 분류의 의미가 약해졌고 특히 긴장형 조현병(긴장병)은 다른 조현병과 큰 연관이 없음을 명시하였다.,"{'word': '긴장형 조현병', 'start_idx': 38, 'end_idx': 45, 'type': 'TERM'}","{'word': '긴장병', 'start_idx': 58, 'end_idx': 61, 'type': 'TERM'}",용어:대체어
77,반사회성 인격장애 환자는 타인에게 상처를 입히거나 학대하거나 절도 행위를 하고도 무관심하거나 합리화하는 행동으로 나타나는 자책의 결여를 보인다.,"{'word': '반사회성 인격장애', 'start_idx': 6, 'end_idx': 15, 'type': 'TERM'}","{'word': '자책의 결여', 'start_idx': 86, 'end_idx': 92, 'type': 'TERM'}",용어:증상또는질환
195,"적어도 한번 이상 발작을 경험한 후 다음 한 달 넘게 불안을 느끼는 상황을 피하거나, 상당한 고통을 느끼며 견디거나, 혹은 공황발작이 닥치는 것을 불안해하며 견디거나, 동반자가 옆에 있어야 버틸 수 있는 경우 광장공포증이 있는 공황장애에 해당한다.","{'word': '광장공포증이 있는 공황장애', 'start_idx': 134, 'end_idx': 148, 'type': 'TERM'}","{'word': '공황발작', 'start_idx': 74, 'end_idx': 78, 'type': 'TERM'}",용어:증상또는질환
846,"예컨대, 병적 도박이 있는 경우 행동 치료자는 환자의 부적응적 행동인 도박 행동의 제거에 초점을 두고, 병적 도박 행동을 제거하기 위한 구체적인 치료 계획을 수립한다. 다양한 문제 유형에 따라 고전적 조건 형성, 조작적 조건 형성, 관찰 학습 등과 같은 상이한 치료 절차를 적용한다.","{'word': '병적 도박 행동', 'start_idx': 64, 'end_idx': 72, 'type': 'TERM'}","{'word': '관찰 학습', 'start_idx': 148, 'end_idx': 153, 'type': 'THRY'}",용어:치료기법
210,인지왜곡에는 자신에게 어떠한 차별이 가해지고 있다고 잘못 생각하는 것(pseudo-discrimination belief)이나 과잉일반화가 있다.,"{'word': '인지왜곡', 'start_idx': 6, 'end_idx': 10, 'type': 'THRY'}","{'word': '과잉일반화', 'start_idx': 89, 'end_idx': 94, 'type': 'THRY'}",이론:하위_이론
1701,아동 학대에는 아동에게 실제적이거나 위협적인 해를 가하거나 해를 끼치는 부모나 보호자 측의 위탁 행위와 누락 행위가 모두 포함된다.,"{'word': '아동 학대', 'start_idx': 6, 'end_idx': 11, 'type': 'THRY'}","{'word': '누락 행위', 'start_idx': 76, 'end_idx': 81, 'type': 'THRY'}",이론:하위_이론
1250,"영국의 의사 윌리스(1621년 - 1675년)는 정신과적 치료의 목적으로 뇌의 기능을 연구하면서 ""정신의 법칙""을 다루는 학문으로서 심리학이라는 용어를 사용하였다. 이로써 이후 19세기에 이르러 심리학은 철학에서 완전히 분화되어 과학의 한 분야로 자리잡게 되었다.","{'word': '심리학', 'start_idx': 91, 'end_idx': 94, 'type': 'THRY'}","{'word': '정신의 법칙', 'start_idx': 60, 'end_idx': 66, 'type': 'THRY'}",이론:하위_이론
